word,frequency,positions
ual,17,"[35787, 35791, 35798, 35819, 35899, 35907, 35966, 35969, 36028, 36044, 36105, 36162, 40707, 40711, 40719, 40744, 40773]"
wheat,17,"[2282, 2309, 4331, 4352, 21199, 25023, 27773, 27789, 27842, 39488, 39514, 39555, 39579, 39608, 39627, 39649, 44159]"
sees,17,"[1422, 13169, 14109, 15684, 17308, 29976, 31109, 33132, 33141, 33334, 34354, 36523, 36534, 40577, 41744, 42445, 43070]"
mths,17,"[15366, 15953, 16384, 19699, 19749, 27497, 28090, 28178, 28264, 30490, 32826, 32863, 32873, 35180, 38485, 43606, 43938]"
de,17,"[11885, 11899, 11953, 11989, 12056, 12084, 12170, 21526, 26640, 32359, 32392, 32429, 32455, 32506, 32524, 32549, 48702]"
restructuring,17,"[3889, 6593, 6831, 22977, 22993, 31343, 36295, 38818, 42114, 43879, 44437, 44490, 44508, 44554, 44888, 44954, 44970]"
whether,17,"[2668, 7134, 7271, 7287, 9160, 11250, 11387, 11403, 24127, 24227, 25442, 28635, 33813, 38256, 45955, 49372, 49966]"
split,17,"[12341, 19759, 19772, 19788, 19795, 19840, 23989, 26964, 26979, 26988, 28080, 39944, 39968, 39974, 40028, 40055, 46635]"
level,17,"[5259, 5697, 6819, 8669, 13942, 17840, 19160, 19217, 21779, 24774, 27175, 30174, 32905, 36331, 42207, 42366, 46142]"
approved,17,"[2296, 6651, 11919, 14065, 19780, 20293, 20301, 21919, 21926, 22231, 26176, 26209, 39945, 39956, 40036, 42779, 45369]"
palm,17,"[1430, 1509, 1536, 1546, 1876, 1893, 1900, 9680, 9696, 9702, 9758, 9768, 9793, 9816, 9841, 9917, 31678]"
china,17,"[899, 927, 934, 955, 4057, 4064, 4151, 4496, 7392, 10720, 10739, 10771, 10810, 10850, 10855, 40414, 47903]"
common,17,"[7062, 19561, 21941, 22036, 22086, 23987, 26187, 26982, 27321, 27360, 27590, 30941, 32716, 32755, 39886, 39966, 43052]"
qtly,17,"[14280, 18725, 20039, 23795, 23819, 23894, 26883, 29840, 30962, 31782, 32644, 32791, 35136, 38425, 40221, 40965, 40989]"
marks,17,"[3426, 3438, 3479, 3505, 3530, 3586, 3611, 3625, 13630, 17546, 19163, 19226, 19282, 19350, 47047, 47051, 49906]"
terms,17,"[7905, 8877, 8890, 13335, 13772, 16275, 18424, 18490, 22357, 26645, 27311, 30161, 31263, 32706, 34321, 44008, 45388]"
strong,17,"[15161, 15695, 16061, 16229, 17968, 17985, 18129, 18158, 22778, 30070, 38566, 38582, 38596, 38689, 38721, 38880, 49295]"
country,17,"[768, 1322, 5504, 5598, 7346, 9190, 9216, 9813, 13757, 18285, 18386, 18626, 18896, 25051, 34784, 37039, 42191]"
businesses,17,"[3214, 6373, 14438, 18120, 22502, 22559, 22990, 23068, 23236, 23549, 26490, 27052, 28717, 33302, 35785, 41498, 41552]"
four,17,"[1947, 2016, 4473, 10928, 11673, 12615, 13145, 23413, 27302, 27330, 32298, 32697, 32725, 32857, 33120, 45032, 48121]"
dominion,17,"[23718, 23727, 23994, 24007, 24096, 24146, 24162, 24249, 24276, 28455, 28473, 28499, 28534, 28551, 28561, 28580, 28608]"
next,17,"[3291, 3696, 4478, 5372, 9602, 10896, 22079, 24863, 31359, 35716, 43668, 44475, 45302, 45383, 46019, 46208, 47574]"
comment,17,"[10694, 10715, 12276, 13452, 24143, 24160, 28490, 29860, 29883, 29935, 35276, 36318, 40715, 40735, 47909, 47918, 47952]"
based,17,"[2542, 6532, 6741, 7768, 10474, 13083, 22545, 23245, 24108, 27297, 28498, 29588, 32692, 35532, 35562, 41100, 42979]"
ended,17,"[1203, 10196, 10312, 14258, 24494, 34377, 35251, 36341, 37116, 39310, 39409, 42070, 43531, 43911, 44212, 45034, 46257]"
french,16,"[12823, 21516, 26686, 26693, 26725, 26800, 26819, 26841, 26856, 27772, 27787, 27803, 31322, 31368, 33739, 37289]"
lower,16,"[1080, 1340, 1371, 6657, 7360, 20586, 24385, 36752, 39800, 41758, 43314, 45919, 46173, 46506, 49470, 49877]"
plc,16,"[4866, 4973, 6283, 6393, 10040, 10632, 14309, 21963, 26390, 29871, 41522, 42576, 48451, 49430, 49449, 49543]"
morgan,16,"[19000, 19020, 19485, 25238, 25254, 25349, 25391, 25443, 25459, 25507, 25650, 25660, 25787, 32890, 32951, 33039]"
commission,16,"[1691, 7525, 7661, 10776, 11879, 12442, 14972, 16521, 19037, 19043, 29779, 39874, 42301, 42953, 43818, 44735]"
heineken,16,"[31108, 31117, 31161, 31182, 31347, 31350, 31362, 31419, 31445, 31506, 31621, 31661, 31698, 31705, 31745, 31751]"
union,16,"[15175, 15292, 15303, 23016, 35439, 35446, 35482, 35519, 35601, 35659, 35703, 35766, 35809, 36091, 36238, 40797]"
loans,16,"[2575, 3886, 3915, 17028, 17091, 19527, 19590, 25297, 25732, 34585, 34603, 34696, 34703, 42735, 44649, 46361]"
set,16,"[12142, 20038, 21677, 24798, 26744, 34084, 38120, 40293, 42329, 45988, 46011, 46124, 47583, 48194, 48673, 49895]"
position,16,"[2602, 2611, 4572, 8162, 15298, 18140, 27199, 30165, 33811, 34325, 35920, 35945, 37387, 46834, 47866, 48294]"
j,16,"[18996, 19016, 19481, 19925, 19947, 19959, 19972, 25234, 25250, 26261, 28691, 29013, 32886, 32947, 34387, 34415]"
house,16,"[11459, 13660, 30087, 30345, 32385, 32404, 32530, 34218, 34225, 35383, 37525, 37590, 42312, 45332, 46028, 46170]"
grain,16,"[908, 930, 2299, 4377, 15253, 20409, 20413, 20425, 25867, 25879, 26101, 26113, 41045, 41082, 41122, 41147]"
well,16,"[3599, 10146, 13892, 14498, 17975, 17988, 18123, 21260, 34441, 35780, 36147, 36817, 36908, 40288, 47267, 49223]"
industries,16,"[4865, 4972, 6277, 6282, 14583, 16267, 16338, 24023, 24229, 26611, 26620, 27881, 28383, 28412, 37911, 40086]"
decision,16,"[1106, 1923, 3137, 3165, 7010, 10472, 19130, 25276, 25302, 29586, 30411, 31388, 33864, 42454, 42519, 48662]"
declined,16,"[1381, 4264, 7510, 10713, 12957, 14418, 17378, 17832, 21650, 29882, 35274, 38990, 39063, 42564, 43241, 47917]"
previously,16,"[6425, 10668, 10926, 12653, 14019, 20813, 22233, 23280, 23826, 25274, 30336, 30372, 34549, 39958, 41489, 44876]"
credit,16,"[3559, 5064, 9056, 9097, 9151, 16992, 24197, 25665, 27805, 28595, 32865, 32877, 39494, 41066, 41801, 45723]"
noted,16,"[1235, 3616, 6408, 13579, 14371, 17527, 24871, 26494, 30172, 31674, 32406, 36781, 38726, 44127, 49139, 49845]"
held,16,"[3579, 10669, 11821, 11866, 19169, 22514, 26603, 27416, 32585, 33709, 34961, 35540, 35918, 35929, 38935, 44203]"
losses,16,"[3847, 6734, 12737, 13470, 19173, 20410, 23580, 25395, 25447, 25465, 25658, 25666, 25886, 31260, 43146, 49579]"
day,16,"[626, 3448, 9240, 17124, 17214, 34267, 34859, 40058, 40065, 40070, 40100, 40106, 40157, 40165, 40185, 45044]"
london,16,"[7436, 10664, 12912, 13327, 17829, 18584, 24744, 26421, 26605, 26774, 29888, 30424, 36611, 39922, 48441, 48546]"
hold,15,"[5252, 5358, 5688, 6083, 6099, 8848, 10059, 12520, 27349, 29234, 32744, 33408, 38044, 47929, 49340]"
pretax,15,"[4904, 4947, 6292, 15825, 23511, 23544, 23579, 24602, 28230, 30760, 30827, 34370, 49432, 49451, 49495]"
another,15,"[9966, 20494, 23046, 24834, 28951, 29895, 31906, 35417, 36216, 38353, 39917, 42922, 46721, 46778, 48741]"
natural,15,"[1156, 1185, 1228, 2098, 35630, 37226, 42774, 42789, 42822, 42854, 42876, 43200, 43204, 43235, 43267]"
sumitomo,15,"[2493, 2501, 2543, 2587, 2634, 2645, 2680, 2786, 2818, 2887, 3057, 3093, 3201, 3229, 3258]"
result,15,"[2526, 7188, 7552, 9020, 11304, 14570, 17053, 17118, 19792, 25884, 26532, 29044, 36911, 43875, 47153]"
profits,15,"[4905, 6293, 6413, 6560, 12973, 14663, 19210, 22472, 22787, 22834, 31111, 35585, 37582, 43094, 43172]"
subsidiary,15,"[3108, 3169, 6525, 6725, 7886, 12110, 20349, 21814, 22343, 27967, 27980, 29916, 30748, 33672, 43543]"
coffee,15,"[1938, 1995, 2014, 2188, 2240, 31811, 31833, 31862, 31879, 43643, 43655, 43689, 46385, 46392, 46524]"
yen,15,"[1124, 2553, 8509, 8525, 8561, 10277, 10293, 10322, 10331, 11444, 11500, 11512, 17520, 48167, 48813]"
sold,15,"[6010, 11460, 17274, 17293, 18137, 21812, 24853, 27147, 27832, 28678, 31655, 34529, 41507, 46544, 47810]"
despite,15,"[845, 1506, 2581, 6816, 7104, 11220, 17512, 19171, 19219, 20463, 26496, 31147, 31259, 34247, 34643]"
fall,15,"[1458, 6753, 6810, 7304, 8022, 9380, 13484, 17658, 22896, 24804, 45520, 46040, 47164, 47220, 49795]"
banking,15,"[2991, 3575, 6596, 6600, 6631, 6743, 16416, 17080, 23256, 25014, 26280, 26385, 26534, 42946, 45699]"
barrels,15,"[9238, 35458, 35470, 35496, 35511, 37217, 44220, 44251, 44260, 44271, 44288, 44294, 44312, 44335, 45042]"
part,15,"[1724, 10528, 12174, 13967, 15005, 16324, 25934, 32564, 38359, 38706, 41518, 41856, 44809, 45605, 46829]"
tin,15,"[1393, 3308, 3326, 6946, 6965, 6983, 7054, 26669, 26682, 26718, 26770, 26781, 33756, 33768, 33781]"
several,15,"[1953, 4007, 7615, 9277, 14190, 14518, 14531, 14543, 14551, 16772, 35429, 35904, 41713, 42400, 48961]"
stocks,15,"[909, 931, 7361, 9818, 29003, 39552, 44038, 44056, 44196, 44202, 44245, 44265, 44283, 44298, 44329]"
korea,15,"[441, 466, 481, 2146, 5184, 5193, 5283, 5302, 5429, 5472, 5518, 7400, 40239, 40247, 40321]"
inflation,15,"[5650, 8909, 9373, 11533, 11543, 13568, 13760, 13800, 13810, 33108, 36753, 36831, 36973, 41791, 45542]"
development,15,"[2110, 3756, 3948, 3954, 4024, 5567, 11167, 22096, 22171, 35686, 36718, 37094, 37104, 37176, 42525]"
plans,15,"[10238, 10871, 11839, 14376, 20097, 24320, 35955, 36420, 38517, 38529, 39471, 42180, 46038, 46401, 48832]"
reserves,15,"[369, 9440, 9484, 9554, 19335, 19344, 21695, 24959, 25011, 35442, 35453, 35517, 35682, 37208, 43237]"
given,15,"[6428, 7069, 11075, 11185, 11591, 13777, 15530, 15805, 15876, 15894, 23685, 24088, 32616, 38176, 47541]"
gold,15,"[2345, 2372, 2470, 3892, 3929, 3960, 6012, 6060, 6123, 6138, 6147, 8645, 8678, 39211, 39950]"
producer,15,"[1534, 2096, 3793, 14619, 14651, 20107, 20196, 24832, 24888, 28616, 31192, 32173, 32182, 33802, 35531]"
value,14,"[1121, 8235, 8772, 13545, 13992, 19818, 19833, 27087, 44857, 45486, 45508, 45526, 45584, 45813]"
paris,14,"[17312, 17336, 17411, 17478, 17580, 17634, 17857, 21662, 26664, 37263, 41180, 41217, 45580, 49135]"
firm,14,"[216, 3779, 7810, 10960, 11105, 13356, 13365, 13429, 21824, 30089, 33662, 36108, 48527, 48655]"
smc,14,"[11696, 11759, 11788, 11845, 11856, 11905, 12000, 12022, 12070, 12092, 12105, 12372, 12403, 12524]"
partners,14,"[726, 5662, 5788, 5857, 7013, 13931, 14213, 17468, 28407, 33868, 35963, 37105, 37177, 39031]"
include,14,"[810, 8934, 11033, 14753, 25117, 25163, 26050, 27750, 30884, 32854, 33552, 37087, 41650, 43538]"
asked,14,"[329, 3340, 4624, 4811, 7129, 9743, 10782, 11245, 11911, 24126, 27405, 31807, 37266, 42282]"
basis,14,"[1217, 8590, 14100, 14780, 17683, 21336, 26794, 28891, 28899, 34567, 34613, 40056, 49323, 49662]"
loan,14,"[3893, 12102, 12126, 15826, 15859, 19600, 25464, 25657, 32417, 32441, 34191, 34206, 41086, 44427]"
poehl,14,"[13479, 13489, 13526, 13578, 13689, 13743, 13783, 13898, 17405, 17526, 17566, 17598, 21514, 37342]"
plant,14,"[2458, 5709, 5742, 5759, 5865, 5984, 5993, 6854, 6895, 22454, 22599, 37578, 37669, 41290]"
making,14,"[1507, 4928, 5631, 10048, 21172, 22557, 24028, 24101, 24271, 29405, 31904, 44748, 49489, 49814]"
assets,14,"[14385, 19517, 19549, 21956, 22362, 29786, 39477, 40659, 41287, 42755, 44449, 44629, 46341, 46374]"
average,14,"[3581, 9322, 13284, 13307, 13339, 18790, 18815, 20522, 21790, 35607, 39162, 41942, 46509, 47816]"
past,14,"[8032, 8362, 12619, 23145, 23214, 28548, 28780, 28827, 33434, 36253, 37846, 40266, 45944, 47419]"
product,14,"[4162, 8881, 9338, 13705, 22675, 23584, 24325, 33259, 33450, 37654, 39430, 41302, 41978, 44326]"
cocoa,14,"[24629, 24636, 24662, 24718, 24728, 24767, 24782, 24816, 24851, 24877, 30292, 30306, 30383, 30425]"
p,14,"[18998, 19018, 19483, 20081, 21591, 21607, 25236, 25252, 28693, 29015, 32888, 32949, 35309, 37365]"
short,14,"[104, 571, 595, 1770, 3718, 5277, 7940, 39157, 39183, 39194, 42538, 42551, 46041, 46118]"
white,14,"[7449, 7583, 12861, 17279, 17298, 17734, 18889, 18941, 19057, 26674, 26871, 30086, 34217, 34224]"
purchase,14,"[7576, 11977, 11995, 16322, 21755, 21838, 29866, 29896, 39616, 40250, 40653, 41284, 41529, 44176]"
oper,14,"[15656, 15669, 16932, 16943, 23679, 23686, 32207, 32214, 32249, 32256, 41330, 41341, 41367, 41378]"
farm,14,"[4180, 4205, 4230, 4282, 4300, 4643, 4720, 4746, 14707, 14723, 32326, 32400, 32570, 48004]"
washington,14,"[888, 5289, 7114, 10365, 10397, 11230, 14819, 32345, 36473, 36745, 44606, 48555, 48578, 49050]"
lead,13,"[75, 461, 5652, 5753, 5884, 5898, 5915, 5931, 10034, 11164, 17183, 20583, 42939]"
capacity,13,"[2484, 9247, 10892, 13426, 22600, 22667, 22948, 25961, 25979, 26006, 26039, 26096, 36436]"
extension,13,"[3310, 3321, 3368, 3377, 3418, 6947, 6979, 7041, 33758, 33763, 33851, 33888, 38140]"
acquisitions,13,"[19863, 22525, 23074, 28645, 33523, 33555, 35773, 36441, 43972, 44017, 46650, 46680, 46878]"
public,13,"[817, 15818, 15912, 16436, 16599, 18590, 23713, 25032, 32629, 37500, 37713, 41057, 49231]"
charge,13,"[25700, 25710, 28231, 32331, 32855, 34352, 34363, 34398, 39734, 41407, 43116, 43125, 48896]"
recently,13,"[10201, 10757, 15910, 16182, 19877, 23024, 24770, 34407, 36394, 42082, 45654, 48153, 48431]"
members,13,"[3414, 6961, 7050, 15304, 26452, 27241, 31960, 32382, 32425, 32478, 32513, 33846, 48785]"
daily,13,"[900, 935, 4090, 8080, 10460, 26667, 26681, 29578, 30986, 31012, 31039, 31064, 31089]"
c,13,"[2319, 5816, 18959, 19911, 19915, 20001, 28760, 29714, 29721, 36477, 38056, 38907, 48202]"
early,13,"[5406, 7172, 9591, 11288, 12197, 12746, 13154, 18829, 22065, 22957, 34913, 44905, 49209]"
atlas,13,"[3735, 3752, 3782, 3786, 3869, 3912, 3931, 3942, 3990, 4022, 22092, 22167, 25790]"
season,13,"[12683, 17891, 20511, 20657, 20742, 20890, 20965, 21011, 21031, 21105, 40329, 40361, 40556]"
account,13,"[5361, 5392, 5476, 8438, 8908, 9413, 31881, 35505, 47177, 47279, 47297, 47361, 47508]"
number,13,"[6156, 6230, 14409, 19802, 19872, 24886, 31126, 33445, 33800, 37838, 40503, 47673, 47702]"
cash,13,"[7992, 9164, 13330, 17135, 19430, 23071, 34808, 37143, 41535, 42976, 43377, 44468, 46850]"
received,13,"[8078, 8976, 17142, 17736, 17785, 19085, 25612, 34806, 35605, 36609, 43375, 43853, 48189]"
forecast,13,"[1065, 5078, 5089, 9565, 9595, 12825, 13272, 20664, 20687, 20969, 20994, 31875, 49816]"
drop,13,"[4250, 4535, 7099, 9763, 11215, 13461, 32937, 41745, 43645, 43658, 45928, 47042, 47197]"
committee,13,"[1150, 11152, 16417, 16860, 32387, 32389, 32420, 32540, 34013, 42811, 45367, 45700, 46214]"
fund,13,"[3949, 7922, 7984, 8342, 11798, 17238, 17451, 20179, 30955, 30961, 30985, 31009, 49111]"
crude,13,"[1429, 1892, 9351, 10858, 36574, 36586, 44047, 44065, 44263, 44296, 44323, 45233, 45260]"
pact,13,"[153, 3309, 3335, 3354, 3451, 3515, 10382, 24719, 29389, 29543, 34288, 38067, 49925]"
state,13,"[1743, 7123, 9553, 9637, 10774, 11239, 13360, 13423, 15024, 26510, 32517, 49100, 49782]"
sector,13,"[4733, 6165, 6239, 8646, 8698, 9201, 15141, 15254, 15282, 36881, 48328, 48622, 48803]"
although,13,"[2185, 3717, 4515, 6550, 9954, 10232, 12718, 15264, 17843, 33922, 35679, 36184, 37772]"
reached,13,"[12225, 16254, 20520, 20748, 26304, 29512, 29774, 36594, 36617, 38153, 38321, 43674, 44487]"
area,13,"[2654, 7237, 11353, 12688, 18984, 20620, 20712, 20755, 20908, 20934, 21100, 28648, 35676]"
reduction,13,"[9959, 20386, 27084, 34646, 39782, 42151, 45776, 45834, 46045, 46122, 46141, 47289, 49665]"
little,13,"[7070, 7089, 11186, 11205, 29342, 37286, 37534, 41886, 45315, 45408, 45908, 46837, 48247]"
effect,13,"[1823, 6211, 13194, 29269, 30109, 30136, 31974, 34342, 36750, 43037, 45440, 47231, 47257]"
l,13,"[4872, 4979, 6289, 6399, 10046, 10638, 20079, 26396, 29877, 40061, 41007, 41025, 49549]"
san,13,"[7599, 7631, 7688, 7857, 7883, 11682, 11692, 12204, 12219, 12269, 12552, 36480, 39706]"
datron,13,"[27272, 27283, 27320, 27345, 27359, 27374, 27397, 27402, 32669, 32678, 32715, 32740, 32754]"
october,13,"[2578, 3905, 4852, 10313, 15820, 24846, 26784, 28377, 40117, 40131, 43669, 46185, 49675]"
taking,13,"[1762, 2805, 5207, 5685, 8191, 8906, 10030, 10437, 27108, 30322, 35503, 40675, 42238]"
offer,13,"[4411, 10050, 14029, 14060, 16619, 16657, 24274, 28485, 40790, 43855, 48861, 49876, 49882]"
make,12,"[1955, 1976, 3178, 4788, 6662, 15200, 19147, 28795, 36978, 46820, 46877, 47250]"
dispute,12,"[450, 897, 1646, 1683, 14927, 14964, 15057, 15067, 15240, 30179, 31922, 31966]"
proxmire,12,"[16410, 16420, 16456, 16549, 16580, 16607, 16668, 16698, 16737, 16797, 16800, 16845]"
association,12,"[446, 12648, 15860, 16452, 21796, 21807, 26672, 26736, 26790, 26869, 37964, 46427]"
commodity,12,"[1832, 1838, 1850, 23156, 23227, 23321, 23336, 24916, 28742, 30343, 39493, 41065]"
january,12,"[1998, 13155, 13637, 15144, 23304, 36791, 39084, 39593, 42071, 44099, 44132, 44184]"
britain,12,"[6969, 7004, 8000, 10006, 10036, 16808, 33857, 37316, 48289, 48445, 48959, 49041]"
real,12,"[8723, 8773, 8889, 9493, 27564, 30761, 32907, 33085, 35913, 37938, 41975, 46110]"
levels,12,"[5899, 13108, 13180, 17374, 20253, 28864, 34461, 36689, 36775, 45602, 46206, 49267]"
called,12,"[1730, 7568, 13903, 15011, 15169, 15307, 18609, 28500, 31856, 37449, 46216, 46952]"
bill,12,"[1327, 10062, 16510, 16640, 16743, 16765, 16831, 16852, 16875, 20190, 42805, 42906]"
director,12,"[604, 6390, 10686, 12027, 22690, 27214, 27227, 31839, 34381, 37557, 41773, 49106]"
began,12,"[1697, 7383, 12710, 14978, 15142, 20602, 24697, 25004, 33773, 34561, 37184, 48110]"
port,12,"[1672, 1710, 1757, 14953, 14991, 15064, 15174, 15250, 26842, 34910, 35413, 35418]"
spending,12,"[819, 836, 9050, 9389, 9533, 9638, 14159, 35745, 36956, 45667, 46205, 46241]"
december,12,"[2205, 3821, 4575, 12095, 12673, 12821, 14395, 20131, 37117, 37210, 43912, 49473]"
management,12,"[19263, 19305, 22354, 27249, 28710, 36029, 37566, 39107, 40098, 41666, 41678, 48514]"
dome,12,"[44671, 44684, 44724, 44738, 44764, 44796, 44838, 44849, 44879, 44891, 44918, 44977]"
increased,12,"[4044, 4493, 8476, 14143, 14183, 16463, 25494, 26550, 30045, 31204, 37765, 42123]"
close,12,"[10143, 11528, 12458, 22807, 24477, 24656, 29377, 40270, 46403, 46440, 48717, 49326]"
bond,12,"[3068, 3731, 3740, 3878, 3909, 3978, 4002, 7704, 7707, 8374, 30959, 41908]"
details,12,"[1028, 4016, 4174, 9652, 14579, 17721, 19038, 21183, 27994, 32193, 33751, 42141]"
announced,12,"[10758, 10927, 12493, 14021, 25275, 27822, 29366, 32037, 39592, 41490, 44188, 49188]"
continue,12,"[785, 7255, 11053, 11371, 14188, 15694, 15700, 23091, 26506, 33754, 39442, 44390]"
july,12,"[25118, 25178, 26892, 27420, 27431, 29381, 32631, 34285, 39134, 40560, 44482, 44913]"
back,12,"[2609, 3367, 3493, 6333, 6977, 11707, 23094, 28735, 33849, 34883, 40394, 48927]"
decline,12,"[1127, 7354, 13542, 27141, 32981, 33102, 39318, 42407, 43170, 43359, 45534, 46926]"
payments,12,"[14210, 17058, 17093, 17136, 17189, 25312, 25609, 25638, 34710, 34759, 34828, 44749]"
bought,12,"[11429, 15561, 15588, 15607, 19450, 19978, 24018, 27335, 27645, 28460, 28759, 39881]"
used,12,"[9045, 10847, 14777, 16806, 24200, 28598, 37648, 37667, 39413, 41119, 41565, 42257]"
negotiations,12,"[3871, 3994, 14549, 17174, 17192, 26413, 31946, 32002, 34837, 38129, 38958, 44988]"
action,12,"[645, 1718, 1729, 7290, 11406, 14999, 15010, 34192, 34207, 34690, 42240, 45726]"
brands,12,"[14502, 41022, 41040, 41469, 41585, 41642, 41649, 46644, 46653, 46734, 46775, 46817]"
want,12,"[409, 1965, 3050, 3176, 5624, 7986, 8177, 16790, 17499, 31463, 38401, 47016]"
political,12,"[7125, 7261, 11241, 11377, 13652, 31992, 46055, 48269, 48344, 48357, 48722, 48789]"
letter,12,"[26899, 26915, 37998, 38109, 38134, 38196, 38307, 38325, 40079, 40447, 43769, 44901]"
usda,12,"[2279, 35322, 35361, 35370, 35386, 37987, 39598, 39610, 40245, 40431, 41041, 44071]"
information,11,"[11571, 14453, 14626, 24084, 26364, 26380, 26460, 26489, 44224, 45063, 48332]"
less,11,"[3150, 9783, 10970, 28721, 35747, 37568, 43273, 46149, 46838, 49578, 49912]"
bpd,11,"[9242, 9253, 45046, 45098, 45115, 45139, 45173, 45189, 45216, 45242, 45267]"
tomorrow,11,"[10559, 15309, 19132, 19155, 19192, 24954, 29180, 32348, 32522, 33920, 45339]"
meat,11,"[35326, 35345, 35406, 37445, 37456, 37509, 37543, 37760, 37908, 37950, 37966]"
miguel,11,"[7600, 7632, 7689, 7858, 7884, 11683, 11693, 12205, 12220, 12270, 12553]"
people,11,"[4087, 8091, 8229, 8296, 9197, 16791, 20159, 20276, 24111, 28937, 48383]"
already,11,"[2142, 4440, 10058, 10067, 10395, 13583, 18762, 20507, 31371, 39460, 43713]"
congress,11,"[7288, 11404, 16467, 16871, 17645, 29466, 41167, 45457, 45956, 46076, 46113]"
williams,11,"[16626, 43064, 43076, 43120, 43150, 43192, 43199, 43266, 43352, 43393, 43423]"
pre,11,"[4027, 16559, 16583, 24796, 26553, 26823, 34401, 40053, 46979, 49681, 49699]"
move,11,"[61, 1957, 1967, 2795, 2898, 22498, 26211, 29438, 34620, 42992, 49935]"
koehler,11,"[46951, 46984, 47058, 47159, 47285, 47340, 47433, 47538, 47624, 49759, 49946]"
boost,11,"[65, 802, 2126, 4465, 6430, 7140, 8981, 11256, 12039, 22920, 24651]"
cost,11,"[163, 555, 2380, 2706, 5761, 19894, 29296, 37917, 39781, 47210, 47223]"
estimates,11,"[167, 12799, 16097, 16114, 20418, 20459, 20588, 20647, 20782, 33272, 40144]"
keep,11,"[8550, 10111, 17366, 23207, 24792, 27597, 45811, 47183, 47601, 48453, 48991]"
chrysler,11,"[38052, 38068, 38093, 38114, 38170, 38205, 38226, 38251, 38302, 38338, 38354]"
third,11,"[529, 9112, 13700, 29522, 31886, 31907, 34020, 34375, 34431, 34486, 34557]"
senate,11,"[16415, 16859, 32511, 32538, 42769, 42777, 42809, 45365, 45698, 46030, 46212]"
addition,11,"[5144, 9897, 15604, 16553, 24330, 26078, 29908, 38794, 41274, 43863, 45563]"
mining,11,"[2341, 2350, 3736, 3754, 3778, 3926, 6107, 22094, 22169, 25792, 38950]"
mpt,11,"[48256, 48273, 48353, 48611, 48684, 48744, 48757, 48776, 48826, 48880, 48897]"
marketing,11,"[2105, 18600, 20347, 24917, 29734, 31345, 33285, 41557, 43307, 43333, 46408]"
september,11,"[8983, 14473, 18846, 21211, 24848, 25193, 37187, 39678, 43847, 44172, 48116]"
import,11,"[395, 1326, 1545, 1565, 4301, 4638, 4696, 31585, 32474, 36580, 36868]"
leading,11,"[213, 6033, 9807, 16715, 21473, 31190, 31297, 33448, 37240, 47451, 49726]"
